Ticker&Date, BandWidth, BoilUpper, close, BoilLower, BoilPercent,divergence,signal,macd,divergence%,rsi,sma60,sma20,sma5,mfi,stochK,stochD,lastTradeDate
OCUL20170909,1.4028,6.7454,6.61000013351,5.3426,0.903478851949,0.1822,-0.2056,-0.0234,0.0275642959637,55.9324,7.2177,6.044,6.564,64.2476,74.1259,83.0695,1504877400
KONA20170909,1.6648,3.6449,3.15000009537,1.9801,0.702727111585,0.0541,0.1369,0.191,0.0171746026546,56.6901,2.833,2.8125,3.25,47.0826,64.0,64.0,1504877400
BURL20170909,9.2046,90.2363,88.0100021362,81.0317,0.758132035746,0.4809,-0.0828,0.3982,0.0054641516683,53.8609,87.7298,85.634,88.05,62.8,46.2838,54.5353,1504877400
AGCO20170909,4.354,69.925,67.8000030518,65.571,0.511943741791,0.0334,-0.6862,-0.6528,0.000492625346558,47.0095,69.07,67.748,67.468,54.7967,63.1758,54.1377,1504877400
AXP20170909,2.9518,86.9799,84.25,84.0281,0.075174469815,-0.2011,0.1673,-0.0337,-0.00238694362018,40.1016,84.741,85.504,85.068,48.4651,9.1271,16.0795,1504877400
XEL20170909,1.9008,50.2054,50.2299995422,48.3046,1.01294167837,0.0108,0.5186,0.5293,0.000215010951591,73.983,47.7168,49.255,49.738,79.1892,94.8905,91.2432,1504877400
BPFH20170909,0.966,15.0755,14.25,14.1095,0.145445134576,-0.0292,-0.1573,-0.1865,-0.00204912280702,41.0699,15.0622,14.5925,14.41,63.6219,28.5714,27.7778,1504877400
IRDM20170909,1.4338,11.0719,9.85000038147,9.6381,0.147789357979,-0.0309,0.0025,-0.0285,-0.00313705571607,39.3509,10.5892,10.355,10.43,55.4358,9.3407,14.2247,1504877400
ACTG20170909,0.9134,3.6667,3.75,2.7533,1.09119772279,0.077,-0.0656,0.0114,0.0205333333333,62.2075,3.6467,3.21,3.47,80.355,94.4444,81.4815,1504877400
PRXL20170909,0.3136,87.8973,87.7699966431,87.5837,0.594058173043,-0.0388,0.1755,0.1367,-0.000442064503634,62.1121,87.2467,87.7405,87.806,64.5237,53.846,57.4837,1504877400
CYTR20170909,0.162,0.624,0.469999998808,0.462,0.0493827086908,-0.0057,-0.0338,-0.0396,-0.0121276596052,38.1461,0.6132,0.543,0.492,27.875,6.6667,12.8105,1504877400
CVEO20170909,0.8874,2.3362,2.22000002861,1.4488,0.869055700485,0.0586,0.0306,0.0892,0.0263963960562,64.9813,1.9802,1.8925,2.21,82.2199,84.7222,93.484,1504877400
IBKC20170909,8.0118,80.0809,71.5,72.0691,-0.0710327267281,-0.4393,-1.2606,-1.6999,-0.00614405594406,26.4579,79.1583,76.075,73.58,44.8179,19.1919,9.1826,1504877400
PWR20170909,2.9746,36.5208,36.1300010681,33.5462,0.868621350136,0.0593,0.3436,0.4029,0.00164129527392,62.7237,33.994,35.0335,35.798,55.8919,93.0148,79.3759,1504877400
PRTA20170909,10.2764,63.3557,61.2400016785,53.0793,0.79412067246,0.5659,0.0943,0.6602,0.00924069210467,56.6029,59.2215,58.2175,61.666,64.3201,80.786,80.1067,1504877400
RRGB20170909,4.0254,60.2977,58.25,56.2723,0.491305211904,0.1193,-0.9431,-0.8238,0.00204806866953,48.4648,61.3438,58.285,57.29,58.0512,66.265,38.6434,1504877400
SGMO20170909,5.7534,14.5792,13.4499998093,8.8258,0.80373341142,0.1755,0.9415,1.1171,0.0130483273226,67.2708,9.8308,11.7025,13.56,75.7997,70.0935,67.9128,1504877400
LAZ20170909,3.466,44.262,40.6599998474,40.796,-0.0392383590848,-0.0873,-0.8958,-0.9831,-0.00214707329876,29.5175,45.0128,42.529,41.59,39.5414,5.3512,7.4604,1504877400
ENZN20170909,0.0296,0.3953,0.370000004768,0.3657,0.145270431364,-0.0029,0.0065,0.0036,-0.00783783773683,47.4902,0.3562,0.3805,0.376,48.3357,0.0,22.2222,1504877400
INN20170909,1.0902,15.3776,14.8800001144,14.2874,0.543570092131,0.1338,-0.6341,-0.5003,0.00899193541471,38.277,16.9588,14.8325,14.796,59.7234,79.2683,62.1162,1504877400
EAT20170909,6.9576,36.0443,30.5499992371,29.0867,0.210316666244,-0.1212,-1.2343,-1.3555,-0.00396726687485,28.9092,35.2737,32.5655,30.544,15.2837,24.0274,12.9568,1504877400
NEWT20170909,0.9476,17.5368,17.4500007629,16.5892,0.908400973976,0.0088,0.0885,0.0974,0.000504297972221,58.4565,16.8227,17.063,17.202,57.2885,85.1853,64.6451,1504877400
TISI20170909,2.8156,13.1078,12.6499996185,10.2922,0.837405746033,0.4683,-1.307,-0.8387,0.0370197639622,45.2562,17.5625,11.7,12.33,57.4815,83.3333,72.3514,1504877400
MMS20170909,2.3566,61.3173,60.6199989319,58.9607,0.704107159418,0.1792,-0.2425,-0.0634,0.00295612014447,51.9583,61.0982,60.139,60.588,57.1276,69.5852,79.5883,1504877400
NE20170909,0.483,3.589,3.44000005722,3.106,0.691511505632,0.0415,-0.0884,-0.0469,0.0120639532877,48.4439,3.6532,3.3475,3.482,62.7649,58.8235,69.281,1504877400
CDR20170909,0.3326,5.2028,5.11999988556,4.8702,0.751051971013,0.0105,-0.0185,-0.008,0.00205078129584,52.5914,5.063,5.0365,5.072,67.8495,76.3158,68.4211,1504877400
PKG20170909,7.471,114.087,113.790000916,106.616,0.960246408182,0.3879,0.4632,0.8511,0.0034089111247,61.5363,110.2318,110.3515,112.608,63.5853,91.8239,81.2098,1504877400
UHS20170909,3.8038,110.1554,110.5,106.3516,1.09059361691,0.5848,-1.3533,-0.7685,0.00529230769231,53.3682,114.0688,108.2535,109.034,64.7956,93.3198,73.0262,1504877400
URI20170909,21.7208,125.3239,126.690002441,103.6031,1.06289374431,1.5395,0.8995,2.439,0.0121517086616,69.1803,113.857,114.4635,122.118,76.364,93.9013,96.6835,1504877400
SGBK20170909,4.3282,49.2701,44.8300018311,44.9419,-0.0258532805659,-0.3785,0.1445,-0.234,-0.00844300657016,28.4827,46.6217,47.106,46.012,41.7156,15.6322,16.3494,1504877400
DY20170909,9.605,84.831,78.0100021362,75.226,0.289849259368,0.2138,-1.9822,-1.7685,0.00274067419748,41.2814,86.214,80.0285,79.688,34.3683,45.9797,52.3595,1504877400
ATVI20170909,6.1066,66.5198,64.9300003052,60.4132,0.739658779874,0.0981,0.9225,1.0206,0.00151085783981,57.5255,61.3168,63.4665,64.986,69.5118,67.9611,69.248,1504877400
FULT20170909,1.1268,17.8434,16.7999992371,16.7166,0.0740142323931,-0.0276,-0.2397,-0.2673,-0.00164285721746,36.0604,18.1358,17.28,17.05,43.7575,27.3437,29.9479,1504877400
LRCX20170909,14.3144,169.1597,165.75,154.8453,0.761799306992,0.4239,2.1754,2.5993,0.00255746606335,56.5709,156.2808,162.0025,166.062,58.8637,73.08,78.6223,1504877400
APOG20170909,13.7206,52.4513,45.3300018311,38.7307,0.480977641725,0.305,-2.382,-2.0769,0.00672843564262,43.4068,51.2563,45.591,43.828,38.5169,71.7186,48.1558,1504877400
RS20170909,6.5052,74.8751,74.0,68.3699,0.86547684929,0.418,0.0635,0.4814,0.00564864864865,57.8071,72.4622,71.6225,73.914,66.3769,79.4168,82.1103,1504877400
ATR20170909,3.2432,84.2301,83.8199996948,80.9869,0.873550719914,0.3359,-0.5293,-0.1934,0.00400739681726,53.5151,85.18,82.6085,83.482,54.169,88.8545,76.8232,1504877400
THS20170909,8.1348,72.6824,65.7399978638,64.5476,0.146579862292,0.1565,-2.9873,-2.8308,0.00238059028119,28.3546,76.8073,68.615,66.724,22.0089,5.7943,13.6774,1504877400
DYN20170909,1.8902,10.1641,9.18000030518,8.2739,0.479367424175,-0.0632,0.2044,0.1412,-0.00688453136155,52.0067,8.6442,9.219,9.102,49.1092,36.1539,40.231,1504877400
VSI20170909,1.5186,6.3618,5.40000009537,4.8432,0.366653559441,0.1854,-1.0951,-0.9097,0.034333332727,32.6642,8.9542,5.6025,5.36,30.8709,45.0,46.0606,1504877400
BCLI20170909,0.2576,4.3113,4.25,4.0537,0.762034161491,0.016,-0.0514,-0.0354,0.00376470588235,50.4407,4.3563,4.1825,4.206,58.6971,77.3585,69.1824,1504877400
OREX20170909,0.2224,2.4742,2.30999994278,2.2518,0.261690390196,0.0053,-0.0631,-0.0578,0.00229437235121,42.4946,2.6007,2.363,2.296,42.2437,51.6129,49.4624,1504877400
CSGS20170909,1.0196,38.7803,38.3699989319,37.7607,0.59758624155,0.1028,-0.4783,-0.3755,0.00267917651451,44.3328,39.9453,38.2705,38.268,56.2737,44.3395,27.0439,1504877400
JWN20170909,3.418,46.734,46.0999984741,43.316,0.814510963757,0.2909,-0.3547,-0.0637,0.00631019543663,52.8056,46.568,45.025,46.334,58.7405,72.9729,80.7457,1504877400
SCU.TO20170909,1.1368,3.4619,3.05999994278,2.3251,0.646463707582,-0.0244,0.2736,0.2493,-0.00797385635826,60.4733,2.1502,2.8935,3.116,57.0012,62.2807,65.7895,1504877400
VFC20170909,2.2066,64.1893,62.4799995422,61.9827,0.225369139054,-0.2155,0.7658,0.5503,-0.00344910373846,50.6172,59.9733,63.086,63.254,51.7569,22.2221,38.4151,1504877400
INWK20170909,0.8522,10.8881,10.9099998474,10.0359,1.02569801386,0.0979,-0.1859,-0.088,0.00897341900726,57.7997,11.0953,10.462,10.694,63.9517,95.4023,86.1562,1504877400
TPC20170909,3.7636,27.0668,25.9500007629,23.3032,0.703263036173,0.2231,-0.3637,-0.1407,0.00859730225205,51.299,26.8583,25.185,26.06,70.5454,74.6479,71.831,1504877400
BKD20170909,1.4592,12.6436,11.4799995422,11.1844,0.202576440677,0.0537,-0.4926,-0.4389,0.00467770053495,35.4924,13.458,11.914,11.712,19.1529,28.2828,29.2341,1504877400
EOG20170909,7.0148,88.9134,86.7799987793,81.8986,0.695871411772,0.5856,-1.2555,-0.6699,0.00674809873516,49.3399,89.029,85.406,86.95,67.0709,70.963,88.9607,1504877400
CMCO20170909,2.9176,33.3313,32.7000007629,30.4137,0.783623787681,-0.0892,0.9763,0.8871,-0.00272782868253,63.2437,28.5945,31.8725,32.538,64.8223,81.362,78.3764,1504877400
CDK20170909,3.2216,64.4338,62.4599990845,61.2122,0.387322785098,-0.0153,0.4222,0.4069,-0.000244956775925,46.6188,62.1097,62.823,63.528,59.0602,16.4285,42.8665,1504877400
DAVE20170909,1.2014,4.7987,4.40000009537,3.5973,0.668137252678,-0.0146,0.1836,0.1689,-0.00331818174626,60.8684,3.7722,4.198,4.304,65.8174,50.0,37.7206,1504877400
CGE.V20170909,0.019,0.133,0.119999997318,0.114,0.315789332515,-0.0001,-0.0006,-0.0007,-0.00083333335196,47.4888,0.126,0.1235,0.122,62.1962,50.0,50.0,1504877400
EGN20170909,3.8518,52.0599,49.9399986267,48.2081,0.449633580848,0.0805,0.0921,0.1726,0.00161193436551,46.4624,50.0302,50.134,51.056,58.0112,26.7955,55.5277,1504877400
FPRX20170909,9.3214,35.4362,33.8300018311,26.1148,0.827687024594,0.3266,0.9019,1.2285,0.009654152596,62.1307,29.9445,30.7755,33.384,63.3985,87.1867,79.3261,1504877400
PAH20170909,2.1508,12.8984,11.5100002289,10.7476,0.354472860741,0.0235,-0.4085,-0.385,0.00204170282647,40.5782,12.6647,11.823,11.656,37.8693,50.0,47.952,1504877400
PCAR20170909,4.786,67.283,67.5999984741,62.497,1.06623453283,0.361,-0.2734,0.0876,0.00534023680693,62.0333,66.1992,64.89,66.164,76.2842,95.6862,86.5243,1504877400
PDS20170909,0.5494,2.9202,2.63000011444,2.3708,0.471787612743,0.0338,-0.1115,-0.0777,0.0128517104674,45.2477,2.9652,2.6455,2.674,55.6135,53.1915,75.8865,1504877400
MSFT20170909,2.7692,74.6506,73.9800033569,71.8814,0.757837410419,0.0552,0.3915,0.4467,0.000746147573604,56.2675,72.0608,73.266,73.854,44.559,69.9388,67.6892,1504877400
SNCR20170909,0.352,16.833,16.5599994659,16.481,0.224430300973,-0.0661,0.1994,0.1333,-0.00399154602245,51.6763,15.9197,16.657,16.642,56.0124,42.6469,52.8322,1504877400
SWKS20170909,7.7312,107.7291,104.63999939,99.9979,0.600437110623,0.3285,0.245,0.5735,0.0031393348807,51.8025,103.0157,103.8635,105.948,44.2227,56.2563,67.5144,1504877400
MLM20170909,19.9732,214.9661,212.0,194.9929,0.851496004646,1.6956,-2.8101,-1.1145,0.00799811320755,53.6808,217.1197,204.9795,209.864,65.3446,84.2466,76.1348,1504877400
PAYX20170909,3.3084,57.7537,56.9000015259,54.4453,0.741960320964,0.1958,-0.0798,0.1159,0.00344112468804,53.8668,57.1085,56.0995,56.978,75.413,84.6473,90.5,1504877400
IVZ20170909,2.6488,34.1354,31.6900005341,31.4866,0.0767896912027,-0.0412,-0.621,-0.6621,-0.00130009464518,32.0795,34.47,32.811,32.174,34.0659,6.3954,8.8825,1504877400
WABC20170909,3.1706,52.7683,50.5499992371,49.5977,0.300353004813,0.029,-0.7756,-0.7466,0.000573689425078,40.2478,53.7365,51.183,50.736,53.7757,41.4893,33.7909,1504877400
BGG20170909,5.3568,24.0609,21.5699996948,18.7041,0.535002183174,0.1515,-0.6779,-0.5264,0.0070236440493,47.9158,23.0008,21.3825,21.09,69.3095,84.8648,76.0424,1504877400
ARDX20170909,1.1514,5.6557,5.65000009537,4.5043,0.995049587778,0.0772,0.0343,0.1115,0.0136637165835,62.1115,5.1492,5.08,5.38,68.686,91.4894,86.694,1504877400
USCR20170909,11.8198,83.0299,79.8000030518,71.2101,0.72673844327,0.4194,0.3417,0.7611,0.00525563889676,55.3263,77.265,77.12,80.08,60.6685,71.2766,66.9031,1504877400
PSK.TO20170909,2.3678,29.9639,29.6299991608,27.5961,0.858982667779,0.1405,-0.0708,0.0697,0.00474181586161,56.6646,29.1125,28.78,29.504,61.9706,90.1234,92.6755,1504877400
BPOP20170909,3.4536,41.2913,38.5600013733,37.8377,0.209144479179,-0.1408,-0.4943,-0.6352,-0.00365145215211,41.3107,40.6407,39.5645,38.598,52.3206,35.3448,28.0651,1504877400
S.TO20170909,0.5436,1.2393,1.12999999523,0.6957,0.798933030227,0.016,0.0656,0.0816,0.0141592920951,70.0388,0.8617,0.9675,1.122,76.1116,81.5789,83.0263,1504877400
EDR20170909,2.1352,39.5071,39.5299987793,37.3719,1.01072441893,0.1685,0.0672,0.2357,0.00426258550982,63.0464,38.6312,38.4395,39.22,67.2623,92.1295,84.0101,1504877400
ANH20170909,0.2176,6.1688,5.98999977112,5.9512,0.178307771683,-0.0095,-0.006,-0.0155,-0.00158597668831,44.1177,6.082,6.06,6.016,45.2548,8.3333,9.7223,1504877400
KMX20170909,7.9262,69.4596,68.4700012207,61.5334,0.875148396546,0.4633,0.5822,1.0454,0.00676646694523,66.1539,64.5617,65.4965,68.606,54.1986,84.5133,87.4825,1504877400
CHNR20170909,0.173,2.064,1.92999994755,1.891,0.22543322282,-0.0033,-0.0115,-0.0148,-0.00170984460605,45.9552,2.0168,1.9775,1.962,61.0217,0.0,16.6667,1504877400
TCBI20170909,5.785,76.335,70.9499969482,70.55,0.0691438112778,-0.2116,-1.1746,-1.3861,-0.00298238208741,36.5358,76.4467,73.4425,72.14,45.8848,21.8487,14.3133,1504877400
JEC20170909,6.8176,55.8983,54.6300010681,49.0807,0.813966948503,0.362,0.1862,0.5482,0.00662639562369,61.4511,53.1718,52.4895,54.614,70.1998,86.7863,84.9919,1504877400
GERN20170909,0.2276,2.1863,2.11999988556,1.9587,0.708698969943,0.037,-0.1028,-0.0658,0.0174528311308,43.6326,2.493,2.0725,2.148,60.8675,53.8461,64.1026,1504877400
IVC20170909,1.7232,14.4821,14.8500003815,12.7589,1.21349836436,0.1499,-0.0304,0.1195,0.010094275835,66.163,13.6185,13.6205,14.19,71.1978,100.0,92.4353,1504877400
TWO20170909,0.2914,10.2552,9.97999954224,9.9638,0.0555921147437,-0.0207,0.0408,0.0202,-0.00207414839173,43.964,10.0182,10.1095,10.078,52.3404,6.6665,7.8381,1504877400
LPX20170909,4.686,27.1065,27.3700008392,22.4205,1.05623150645,0.3759,0.2384,0.6142,0.0137340149241,75.6299,24.693,24.7635,26.548,82.0152,91.2844,96.0327,1504877400
CTO.V20170909,0.0446,0.7683,0.75,0.7237,0.589686098655,0.0023,-0.0068,-0.0046,0.00306666666667,47.9165,0.7698,0.746,0.75,15.7378,33.3333,33.3333,1504877400
P.TO20170909,0.1148,0.1859,0.109999999404,0.0711,0.338850169024,0.0083,-0.0713,-0.063,0.0754545458634,25.5287,0.3378,0.1285,0.11,21.6468,25.0,8.3333,1504877400
TCBK20170909,3.593,37.352,34.0800018311,33.759,0.0893408936974,-0.2226,-0.2994,-0.522,-0.00653168978991,34.4825,35.7263,35.5555,34.438,48.5202,25.8065,13.2011,1504877400
SAL20170909,3.3214,45.0807,44.5,41.7593,0.825164087433,0.061,0.3744,0.4354,0.00137078651685,57.3921,42.2543,43.42,44.02,54.978,38.8889,36.5079,1504877400
GTLS20170909,2.5708,34.8884,35.1100006104,32.3176,1.08619908602,0.237,-0.1166,0.1204,0.00675021349701,63.3273,34.2333,33.603,34.534,63.4295,95.8333,83.8889,1504877400
DCOM20170909,0.9998,19.3449,18.6000003815,18.3451,0.254951371744,0.0093,-0.3171,-0.3078,0.000499999989745,39.7176,19.6517,18.845,18.68,48.2112,29.4118,18.17,1504877400
VHC20170909,0.7788,4.1294,3.90000009537,3.3506,0.705444395695,0.0581,-0.0135,0.0445,0.0148974355331,52.902,4.0533,3.74,3.99,64.3578,62.5,70.8333,1504877400
ACRX20170909,0.5908,3.3959,3.29999995232,2.8051,0.837677644408,0.0142,0.0778,0.0921,0.00430303036521,59.8126,2.841,3.1005,3.27,73.5789,75.0,69.4445,1504877400
IFON20170909,0.065,0.417,0.389999985695,0.352,0.584615164537,0.0043,-0.0132,-0.0089,0.0110256414301,47.1187,0.432,0.3845,0.392,81.4128,41.6667,49.7864,1504877400
AAL20170909,6.8944,48.8712,43.5999984741,41.9768,0.235437235165,0.0087,-1.4179,-1.4092,0.000199541291387,34.0112,48.975,45.424,44.196,36.6046,28.4482,30.4833,1504877400
TSRO20170909,28.9408,136.1874,120.319999695,107.2466,0.451729036337,0.6507,-0.1197,0.5309,0.00540807847116,44.3338,129.1638,121.717,128.39,58.7415,30.8615,55.0686,1504877400
HAIN20170909,5.885,44.166,40.0499992371,38.281,0.300594602729,-0.1926,-0.2766,-0.4692,-0.00480898885565,42.9293,40.1123,41.2235,39.966,51.8812,26.9802,31.5876,1504877400
MTSI20170909,7.577,46.448,42.5200004578,38.871,0.481589079816,0.5799,-2.1548,-1.5749,0.0136382877177,38.3399,51.7855,42.6595,43.896,65.4356,48.58,56.1141,1504877400
PGNX20170909,1.5,6.6895,6.15999984741,5.1895,0.646999898275,0.0454,-0.018,0.0274,0.00737013005269,51.5179,6.3833,5.9395,6.106,61.3838,51.1811,43.5695,1504877400
JNPR20170909,1.1738,28.0004,26.6200008392,26.8266,-0.176008826688,-0.0325,-0.232,-0.2645,-0.00122088651297,35.5474,28.1538,27.4135,27.198,47.0576,8.7592,27.3943,1504877400
CLCT20170909,2.1962,24.4121,22.2900009155,22.2159,0.0337405133992,-0.0741,-0.31,-0.384,-0.00332436056332,36.6901,24.3373,23.314,22.99,27.0969,13.5247,7.4389,1504877400
FHN20170909,1.5778,17.8404,16.3600006104,16.2626,0.0617319117452,-0.0966,-0.1557,-0.2523,-0.00590464525648,36.063,17.3565,17.0515,16.586,41.1041,31.9019,17.359,1504877400
DOX20170909,2.5726,64.8043,63.7400016785,62.2317,0.586294674052,0.0884,-0.3206,-0.2322,0.00138688418061,45.5141,64.7333,63.518,63.988,68.0862,55.137,54.5662,1504877400
HAS20170909,7.3034,99.4807,94.0899963379,92.1773,0.261891220239,0.255,-2.653,-2.3979,0.00271017121825,36.9698,104.6907,95.829,94.856,36.9033,33.5106,20.9205,1504877400
HBHC20170909,3.4348,45.2074,41.8499984741,41.7726,0.0225336188777,-0.1248,-0.8133,-0.9381,-0.00298207896178,34.1501,46.22,43.49,42.47,51.1132,21.6216,12.4801,1504877400
CLI20170909,1.433,24.2045,23.3500003815,22.7715,0.403698800746,0.1397,-0.6455,-0.5058,0.00598286928127,38.447,25.5637,23.488,23.508,56.8977,55.0848,67.313,1504877400
ESRT20170909,0.6742,20.7956,20.3500003815,20.1214,0.339069091471,0.0082,-0.0703,-0.0621,0.000402948395395,45.9123,20.6038,20.4585,20.442,57.9912,41.096,49.059,1504877400
IDA20170909,5.044,91.149,91.4000015259,86.105,1.04976239609,0.2479,0.6627,0.9106,0.00271225378404,72.3677,87.1322,88.627,90.22,89.7407,96.1241,94.6679,1504877400
MT20170909,2.046,27.3805,26.8400001526,25.3345,0.735826076534,-0.0258,0.4745,0.4487,-0.000961251857426,56.3213,24.829,26.3575,26.978,66.0391,63.1902,73.7872,1504877400
FNF20170909,2.9076,48.8628,47.0299987793,45.9552,0.369651526791,-0.2437,0.1167,-0.127,-0.00518179898629,49.0437,46.407,47.409,46.59,51.925,55.2794,22.9813,1504877400
TEO20170909,3.3422,32.1086,30.4599990845,28.7664,0.506731818704,-0.0689,0.8268,0.7579,-0.00226198299642,53.6313,28.1195,30.4375,31.032,38.1179,45.8498,67.5889,1504877400
DEST20170909,0.3292,1.3906,1.12999999523,1.0614,0.208383946633,0.0695,-0.3256,-0.2561,0.0615044250383,28.5611,2.4338,1.226,1.16,32.4797,33.3333,29.1311,1504877400
HXL20170909,1.6866,53.8123,53.3199996948,52.1257,0.708110811588,0.0121,0.1185,0.1306,0.000226931734232,54.0186,52.897,52.969,53.23,52.2411,58.5493,46.6377,1504877400
PMC20170909,0.4484,29.3167,29.0,28.8683,0.293710972346,-0.1268,0.5208,0.394,-0.0043724137931,59.3632,27.27,29.0925,29.1,40.5489,20.0001,25.3902,1504877400
PX20170909,4.9,134.025,132.460006714,129.125,0.680613615075,0.1451,-0.1843,-0.0392,0.00109542497845,53.6717,132.4598,131.575,131.56,54.1564,73.9132,63.8676,1504877400
CHRW20170909,10.3426,74.5468,73.7399978638,64.2042,0.921992329179,0.4973,1.1061,1.6034,0.0067439654788,69.041,68.0718,69.3755,72.348,76.338,90.4762,84.7619,1504877400
AWRE20170909,0.6162,5.2131,5.0,4.5969,0.654170723791,0.0002,0.0436,0.0438,4e-05,54.8353,4.9085,4.905,4.96,43.3663,63.6364,51.5152,1504877400
NOW20170909,14.3576,118.6683,116.400001526,104.3107,0.842014091901,0.5816,1.6815,2.2631,0.00499656350838,63.1408,108.9282,111.4895,116.1,73.1387,80.7229,84.7931,1504877400
EMP-A.TO20170909,3.1708,22.3774,19.3099994659,19.2066,0.0326098984302,-0.2522,-0.1074,-0.3596,-0.0130605907289,27.3304,20.7785,20.792,19.514,18.346,6.9597,3.5571,1504877400
MANT20170909,3.6564,41.0492,39.9099998474,37.3928,0.688436671976,0.1843,0.0164,0.2008,0.00461789027072,52.6678,39.6382,39.221,40.38,65.2911,69.0411,79.813,1504877400
ABC20170909,5.1462,82.1776,82.5,77.0314,1.06264816758,0.9287,-2.1514,-1.2227,0.011256969697,53.3426,87.6642,79.6045,81.142,66.7162,76.96,83.7241,1504877400
MRTN20170909,3.44,18.3425,18.3999996185,14.9025,1.01671500539,0.2453,0.2424,0.4877,0.0133315220155,78.0446,16.4217,16.6225,17.94,93.3659,94.9153,94.8393,1504877400
SMCI20170909,1.9404,27.7742,25.75,25.8338,-0.0431869717584,-0.1623,0.1094,-0.0529,-0.00630291262136,40.2701,26.023,26.804,26.37,46.8581,25.8621,40.8046,1504877400
UNFI20170909,4.1172,37.1841,35.6100006104,33.0669,0.617677210325,0.2059,-0.5196,-0.3137,0.00578208358525,50.2053,36.0312,35.1255,35.45,43.3131,85.5956,87.6292,1504877400
ICPT20170909,22.2656,121.5923,116.910003662,99.3267,0.789707156426,1.4985,-0.4129,1.0856,0.0128175515615,57.8121,118.0123,110.4595,117.814,76.6841,75.2471,77.3386,1504877400
HUSA20170909,0.122,0.5785,0.479999989271,0.4565,0.192622862878,-0.0012,-0.0257,-0.0269,-0.00250000005588,39.8693,0.5945,0.5175,0.482,39.5491,16.6667,13.8889,1504877400
MORE20170909,0.089,12.0095,11.9200000763,11.9205,-0.00561712029276,-0.0394,0.1088,0.0694,-0.00330536910636,53.5639,11.4917,11.965,11.948,37.3335,0.0,23.3335,1504877400
AGI.TO20170909,1.0294,10.5372,10.25,9.5078,0.721002525743,0.0056,0.2463,0.2519,0.000546341463415,60.9204,9.3812,10.0225,10.292,61.9255,71.9101,75.0117,1504877400
FCFS20170909,2.752,60.406,58.4000015259,57.654,0.271076135857,-0.1428,0.114,-0.0288,-0.00244520541556,47.1955,58.2692,59.03,58.52,21.3483,22.5,17.6667,1504877400
JCI20170909,3.3166,40.3438,39.1599998474,37.0272,0.643068156369,0.2197,-0.3949,-0.1751,0.0056103166715,46.9141,40.9327,38.6855,39.576,75.4946,63.125,70.5787,1504877400
LLL20170909,6.0482,183.9836,182.199996948,177.9354,0.705101839926,-0.1488,1.575,1.4262,-0.00081668497526,59.3912,175.22,180.9595,181.966,63.3632,70.5246,61.7331,1504877400
PLI.TO20170909,0.5776,1.6433,1.42999994755,1.0657,0.630713205588,0.0245,-0.0364,-0.012,0.0171328677613,49.3544,1.5507,1.3545,1.448,61.3205,50.0,48.9247,1504877400
CCIH20170909,0.135,0.8785,0.800000011921,0.7435,0.418518606822,0.0062,-0.0295,-0.0233,0.00774999988452,44.3122,0.938,0.811,0.8,53.4043,29.6296,28.395,1504877400
CPT20170909,7.055,93.903,95.6999969482,86.848,1.25471253696,0.5226,0.658,1.1806,0.00546081522116,76.5767,88.5935,90.3755,92.778,91.9719,97.8695,95.2458,1504877400
ASYS20170909,1.728,11.4305,10.220000267,9.7025,0.299479321197,-0.0357,0.4183,0.3827,-0.00349315059366,49.2568,9.3183,10.5665,10.888,72.9004,27.673,70.4816,1504877400
WGO20170909,3.9052,37.4501,36.5499992371,33.5449,0.76951224958,0.1413,0.3959,0.5372,0.0038659371532,58.776,34.8525,35.4975,36.71,53.4671,56.5217,66.0628,1504877400
PW20170909,2.3164,8.2547,7.03999996185,5.9383,0.475608686692,-0.0598,-0.2275,-0.2873,-0.00849431822785,49.1041,7.4908,7.0965,6.476,38.5014,47.8469,23.6045,1504877400
GIII20170909,8.193,30.5655,29.2900009155,22.3725,0.844318432263,0.4157,0.6405,1.0562,0.0141925567431,65.5056,25.4313,26.469,29.032,75.4059,76.7157,85.5563,1504877400
SEE20170909,2.5824,45.8482,43.0200004578,43.2658,-0.0951825984496,-0.1587,-0.1295,-0.2882,-0.00368898182964,37.3738,44.823,44.557,43.878,28.7704,18.038,23.8924,1504877400
CCK20170909,2.951,59.4635,58.9900016785,56.5125,0.839546485417,0.19,-0.1838,0.0062,0.0032208848041,56.1385,58.7935,57.988,58.746,47.1892,84.2492,70.696,1504877400
UTI20170909,0.285,3.647,3.54999995232,3.362,0.659648955496,0.0124,-0.0088,0.0037,0.0034929577934,50.4452,3.5687,3.5045,3.56,67.0883,59.4594,70.8002,1504877400
NTRS20170909,3.8834,90.2722,88.4599990845,86.3888,0.533346831249,0.0069,-0.6326,-0.6257,7.80013573526e-05,48.9245,91.4172,88.3305,87.472,69.7944,57.4688,33.3332,1504877400
ED20170909,2.7986,85.3568,85.5299987793,82.5582,1.06188765072,0.072,0.4108,0.4828,0.000841809903281,66.849,82.9045,83.9575,84.536,74.62,93.6708,81.8353,1504877400
WRB20170909,6.8026,69.9388,64.4899978638,63.1362,0.199011828385,-0.3177,-0.9228,-1.2405,-0.00492634533298,39.3134,68.3472,66.5375,64.092,28.0679,43.3798,23.8641,1504877400
BCR20170909,5.3194,322.7577,323.910003662,317.4383,1.21662286388,0.3684,0.3714,0.7398,0.00113735295556,66.2012,318.9388,320.098,321.664,72.3229,96.3993,85.685,1504877400
